CustomerKey,Gender,TotalChildren,HouseOwnerFlag,SalesTerritoryRegion,SalesTerritoryCountry,SalesTerritoryGroup,EnglishEducation,EnglishOccupation,Age,DateFirstPurchase,CommuteDistance,NumberCarsOwned,YearlyIncomeBand
24943,M,3,1,Northwest,United States,North America,Bachelors,Management,74,2013-11-26,10+ Miles,2,40K TO 80K
24944,F,3,1,Southwest,United States,North America,Bachelors,Management,74,2013-03-30,10+ Miles,2,40K TO 80K
24945,M,3,1,Northwest,United States,North America,Bachelors,Management,69,2013-05-12,10+ Miles,2,40K TO 80K
24946,F,3,1,Southwest,United States,North America,Graduate Degree,Management,74,2013-04-21,10+ Miles,2,40K TO 80K
24947,M,4,0,Canada,Canada,North America,High School,Professional,74,2013-06-02,1-2 Miles,2,40K TO 80K
24948,M,3,1,Southwest,United States,North America,Bachelors,Management,74,2013-09-23,10+ Miles,2,40K TO 80K
24949,M,3,1,Northwest,United States,North America,Bachelors,Management,73,2013-10-29,10+ Miles,2,40K TO 80K
24950,F,4,1,Southwest,United States,North America,Bachelors,Management,73,2013-09-14,10+ Miles,2,40K TO 80K
24951,M,4,1,Southwest,United States,North America,Bachelors,Management,71,2013-07-30,10+ Miles,2,40K TO 80K
24952,F,4,0,Northwest,United States,North America,Bachelors,Management,71,2013-02-13,1-2 Miles,2,40K TO 80K
24953,M,5,0,Northwest,United States,North America,Partial High School,Clerical,70,2013-06-13,1-2 Miles,2,Below 40k
24954,M,4,1,Southwest,United States,North America,High School,Professional,68,2013-10-07,10+ Miles,2,40K TO 80K
24955,M,5,1,Southwest,United States,North America,Partial High School,Skilled Manual,69,2013-07-07,10+ Miles,3,Below 40k
24956,F,5,1,Southwest,United States,North America,Partial High School,Skilled Manual,69,2013-07-07,10+ Miles,4,Below 40k
24957,F,5,1,Southwest,United States,North America,Partial High School,Skilled Manual,70,2013-07-04,10+ Miles,4,Below 40k
24958,F,5,0,Southwest,United States,North America,High School,Professional,69,2013-11-17,2-5 Miles,3,40K TO 80K
24959,F,5,1,Southwest,United States,North America,Bachelors,Management,68,2013-04-16,10+ Miles,3,40K TO 80K
24960,F,5,0,Canada,Canada,North America,Bachelors,Management,69,2012-01-18,2-5 Miles,3,40K TO 80K
24961,F,2,1,Northwest,United States,North America,High School,Professional,68,2013-07-04,2-5 Miles,1,40K TO 80K
24962,M,2,1,Northwest,United States,North America,High School,Professional,67,2013-07-22,2-5 Miles,1,40K TO 80K
24963,F,2,1,Southwest,United States,North America,High School,Professional,68,2013-04-21,10+ Miles,2,40K TO 80K
24964,F,2,0,Northwest,United States,North America,High School,Professional,67,2014-01-17,2-5 Miles,2,40K TO 80K
24965,M,2,0,Northwest,United States,North America,High School,Professional,67,2013-06-22,2-5 Miles,2,40K TO 80K
24966,F,2,0,Northwest,United States,North America,Bachelors,Management,68,2013-04-20,2-5 Miles,1,40K TO 80K
24967,F,2,1,Canada,Canada,North America,High School,Professional,67,2013-12-30,10+ Miles,2,40K TO 80K
24968,M,2,1,Northwest,United States,North America,Partial College,Professional,67,2013-06-27,10+ Miles,1,40K TO 80K
24969,F,2,1,Northwest,United States,North America,Partial College,Professional,61,2013-02-24,10+ Miles,1,40K TO 80K
24970,M,2,1,Northwest,United States,North America,Partial College,Professional,67,2013-06-15,10+ Miles,1,40K TO 80K
24971,F,2,1,Southwest,United States,North America,Partial College,Professional,61,2013-10-31,10+ Miles,2,40K TO 80K
24972,M,2,0,Southwest,United States,North America,Bachelors,Management,61,2013-11-03,2-5 Miles,0,40K TO 80K
24973,F,2,1,Southwest,United States,North America,Bachelors,Management,67,2013-06-04,10+ Miles,0,40K TO 80K
24974,M,2,1,Southwest,United States,North America,Bachelors,Management,67,2013-09-08,10+ Miles,0,40K TO 80K
24975,F,2,1,Canada,Canada,North America,Partial College,Professional,60,2013-10-18,10+ Miles,2,40K TO 80K
24976,F,2,1,Canada,Canada,North America,Partial College,Professional,65,2012-01-02,2-5 Miles,2,40K TO 80K
24977,F,2,1,Canada,Canada,North America,Partial College,Professional,65,2012-01-11,2-5 Miles,2,40K TO 80K
24978,F,2,1,Northwest,United States,North America,Partial College,Professional,60,2013-07-14,10+ Miles,2,40K TO 80K
24979,F,2,1,Northwest,United States,North America,Partial College,Professional,66,2013-11-11,2-5 Miles,2,40K TO 80K
24980,F,2,1,Southwest,United States,North America,Partial College,Professional,66,2013-06-04,10+ Miles,1,40K TO 80K
24981,M,2,1,Northwest,United States,North America,Partial College,Professional,65,2013-09-13,10+ Miles,2,40K TO 80K
24982,M,2,1,Southwest,United States,North America,Partial College,Professional,59,2013-04-28,10+ Miles,1,40K TO 80K
24983,F,4,1,Southwest,United States,North America,Partial College,Professional,64,2013-10-30,10+ Miles,1,40K TO 80K
24984,M,4,1,Southwest,United States,North America,Partial College,Professional,65,2013-08-02,1-2 Miles,1,40K TO 80K
24985,F,3,1,Southwest,United States,North America,Bachelors,Management,65,2013-09-06,5-10 Miles,1,80k to 120k
24986,F,2,1,Canada,Canada,North America,High School,Professional,63,2013-11-02,10+ Miles,2,40K TO 80K
24987,M,2,1,Southwest,United States,North America,Partial College,Professional,64,2013-11-12,2-5 Miles,2,40K TO 80K
24988,F,4,1,Southwest,United States,North America,Partial College,Professional,64,2013-04-04,10+ Miles,2,40K TO 80K
24989,F,2,1,Northwest,United States,North America,High School,Professional,62,2013-02-03,10+ Miles,2,40K TO 80K
24990,M,2,1,Southwest,United States,North America,High School,Professional,62,2013-04-25,2-5 Miles,2,40K TO 80K
24991,M,2,1,Northwest,United States,North America,Partial High School,Skilled Manual,63,2013-04-13,10+ Miles,2,40K TO 80K
24992,F,2,1,Southwest,United States,North America,Partial High School,Skilled Manual,57,2013-06-05,10+ Miles,2,40K TO 80K
24993,M,2,1,Southwest,United States,North America,Partial High School,Skilled Manual,57,2013-12-09,10+ Miles,2,40K TO 80K
24994,F,3,1,Southwest,United States,North America,High School,Professional,51,2013-01-28,10+ Miles,2,40K TO 80K
24995,F,3,1,Canada,Canada,North America,High School,Professional,61,2013-03-21,10+ Miles,2,40K TO 80K
24996,M,3,1,Southwest,United States,North America,Partial High School,Skilled Manual,62,2013-10-31,10+ Miles,3,40K TO 80K
24997,M,3,1,Southwest,United States,North America,Partial High School,Skilled Manual,61,2013-12-19,10+ Miles,3,40K TO 80K
24998,F,1,1,Southwest,United States,North America,Graduate Degree,Management,47,2013-04-02,0-1 Miles,3,Above 120k
24999,M,1,0,Southwest,United States,North America,Graduate Degree,Management,47,2013-09-18,0-1 Miles,0,Above 120k
25000,F,0,0,Northwest,United States,North America,High School,Skilled Manual,35,2013-12-13,1-2 Miles,2,40K TO 80K
25001,M,4,1,Australia,Australia,Pacific,High School,Skilled Manual,65,2013-07-07,5-10 Miles,2,Below 40k
25002,M,0,1,Canada,Canada,North America,High School,Skilled Manual,36,2013-07-02,5-10 Miles,2,40K TO 80K
25003,M,0,0,Northwest,United States,North America,Partial College,Skilled Manual,36,2013-06-16,1-2 Miles,1,Below 40k
25004,M,0,0,Northwest,United States,North America,Partial College,Skilled Manual,37,2014-01-21,1-2 Miles,1,Below 40k
25005,F,0,0,Northwest,United States,North America,Partial College,Skilled Manual,36,2013-03-30,1-2 Miles,1,Below 40k
25006,F,0,1,Northwest,United States,North America,Partial College,Skilled Manual,37,2013-06-29,5-10 Miles,1,Below 40k
25007,F,0,0,Southwest,United States,North America,Partial College,Skilled Manual,36,2013-04-25,1-2 Miles,1,Below 40k
25008,F,0,0,Southwest,United States,North America,Partial College,Skilled Manual,37,2013-12-19,1-2 Miles,2,40K TO 80K
25009,F,2,0,Australia,Australia,Pacific,Partial High School,Clerical,70,2013-10-08,1-2 Miles,2,Below 40k
25010,F,2,0,Australia,Australia,Pacific,Partial College,Clerical,69,2012-07-17,1-2 Miles,2,Below 40k
25011,F,2,0,Australia,Australia,Pacific,Partial College,Clerical,67,2012-07-20,1-2 Miles,2,Below 40k
25012,M,2,1,Australia,Australia,Pacific,Partial High School,Clerical,66,2013-04-13,5-10 Miles,2,Below 40k
25013,M,2,1,Australia,Australia,Pacific,Partial High School,Clerical,66,2013-11-10,5-10 Miles,2,Below 40k
25014,M,0,0,Southwest,United States,North America,Partial College,Skilled Manual,36,2013-12-10,1-2 Miles,2,40K TO 80K
25015,F,0,0,Southwest,United States,North America,Partial College,Skilled Manual,36,2013-04-07,0-1 Miles,2,40K TO 80K
25016,M,0,0,Canada,Canada,North America,Bachelors,Professional,38,2013-07-25,5-10 Miles,2,40K TO 80K
25017,F,2,1,Australia,Australia,Pacific,Partial High School,Clerical,67,2013-08-26,1-2 Miles,2,Below 40k
25018,M,0,1,Southwest,United States,North America,Partial College,Skilled Manual,38,2013-05-30,5-10 Miles,2,40K TO 80K
25019,F,2,1,Australia,Australia,Pacific,Partial High School,Clerical,64,2013-11-22,5-10 Miles,3,Below 40k
25020,M,2,1,Australia,Australia,Pacific,Partial High School,Clerical,65,2012-07-29,5-10 Miles,2,Below 40k
25021,M,2,1,Australia,Australia,Pacific,Partial High School,Clerical,65,2012-08-05,5-10 Miles,2,Below 40k
25022,F,2,1,Australia,Australia,Pacific,Partial High School,Clerical,58,2012-08-14,1-2 Miles,2,Below 40k
25023,F,0,1,Southwest,United States,North America,Bachelors,Professional,35,2013-04-17,5-10 Miles,2,40K TO 80K
25024,M,0,0,Southwest,United States,North America,Bachelors,Professional,35,2013-08-11,5-10 Miles,2,40K TO 80K
25025,M,0,0,Southwest,United States,North America,Partial College,Skilled Manual,35,2013-04-04,0-1 Miles,2,40K TO 80K
25026,M,2,1,Australia,Australia,Pacific,Partial High School,Clerical,63,2013-02-27,5-10 Miles,3,Below 40k
25027,F,2,0,Australia,Australia,Pacific,Partial College,Skilled Manual,62,2014-01-07,1-2 Miles,2,40K TO 80K
25028,F,2,1,Australia,Australia,Pacific,Partial College,Skilled Manual,56,2014-01-06,5-10 Miles,2,40K TO 80K
25029,M,2,1,Australia,Australia,Pacific,Partial College,Skilled Manual,62,2012-08-06,5-10 Miles,2,40K TO 80K
25030,F,2,1,Australia,Australia,Pacific,Partial College,Skilled Manual,62,2012-08-20,5-10 Miles,2,40K TO 80K
25031,F,3,0,Australia,Australia,Pacific,Partial High School,Clerical,60,2013-05-02,1-2 Miles,2,40K TO 80K
25032,F,3,0,Australia,Australia,Pacific,Partial High School,Clerical,55,2012-08-20,5-10 Miles,2,40K TO 80K
25033,M,3,0,Australia,Australia,Pacific,Partial High School,Clerical,60,2012-08-01,5-10 Miles,2,40K TO 80K
25034,F,2,1,Australia,Australia,Pacific,Partial College,Skilled Manual,54,2012-08-03,5-10 Miles,2,80k to 120k
25035,F,2,0,Australia,Australia,Pacific,Partial College,Skilled Manual,60,2012-08-05,1-2 Miles,2,80k to 120k
25036,F,2,0,Australia,Australia,Pacific,Partial College,Skilled Manual,60,2012-08-28,1-2 Miles,2,80k to 120k
25037,M,2,0,Australia,Australia,Pacific,Partial College,Skilled Manual,59,2012-09-13,1-2 Miles,2,80k to 120k
25038,F,0,0,Northwest,United States,North America,Partial College,Skilled Manual,40,2013-12-27,1-2 Miles,2,40K TO 80K
25039,F,0,1,Northwest,United States,North America,High School,Skilled Manual,40,2013-11-19,5-10 Miles,2,40K TO 80K
25040,M,0,0,Northwest,United States,North America,High School,Skilled Manual,40,2013-12-02,1-2 Miles,2,40K TO 80K
25041,M,0,1,Northwest,United States,North America,High School,Skilled Manual,39,2013-11-22,5-10 Miles,2,40K TO 80K
25042,F,0,0,Southwest,United States,North America,High School,Skilled Manual,39,2013-12-21,1-2 Miles,2,40K TO 80K
25043,M,0,1,Southwest,United States,North America,High School,Skilled Manual,40,2013-08-23,5-10 Miles,2,40K TO 80K
25044,F,0,0,Southwest,United States,North America,Partial College,Skilled Manual,39,2013-05-20,5-10 Miles,2,40K TO 80K
25045,F,0,1,Northwest,United States,North America,High School,Skilled Manual,41,2013-02-01,5-10 Miles,2,40K TO 80K
25046,M,0,1,Canada,Canada,North America,Partial College,Skilled Manual,41,2012-01-02,5-10 Miles,2,40K TO 80K
25047,M,0,1,Southwest,United States,North America,Partial College,Professional,41,2013-12-01,5-10 Miles,2,40K TO 80K
25048,F,0,0,Canada,Canada,North America,Partial College,Professional,42,2012-01-02,0-1 Miles,2,40K TO 80K
25049,F,0,1,Southwest,United States,North America,Partial College,Professional,42,2013-04-29,5-10 Miles,2,40K TO 80K
25050,M,0,1,Southwest,United States,North America,Partial College,Professional,42,2013-05-02,5-10 Miles,2,40K TO 80K
25051,F,2,1,Australia,Australia,Pacific,High School,Skilled Manual,59,2012-09-04,5-10 Miles,2,80k to 120k
25052,F,2,0,Australia,Australia,Pacific,High School,Skilled Manual,42,2012-09-26,1-2 Miles,2,80k to 120k
25053,M,2,1,Australia,Australia,Pacific,High School,Skilled Manual,52,2012-09-04,5-10 Miles,2,40K TO 80K
25054,F,1,0,Australia,Australia,Pacific,Bachelors,Management,57,2013-07-23,0-1 Miles,4,80k to 120k
25055,M,1,0,Australia,Australia,Pacific,Bachelors,Management,57,2013-09-20,10+ Miles,1,80k to 120k
25056,M,1,1,Australia,Australia,Pacific,Bachelors,Management,57,2013-08-20,10+ Miles,1,80k to 120k
25057,M,1,0,Australia,Australia,Pacific,Bachelors,Management,50,2012-09-15,0-1 Miles,3,80k to 120k
25058,M,1,1,Australia,Australia,Pacific,Bachelors,Management,56,2013-10-27,2-5 Miles,3,80k to 120k
25059,M,0,1,Northwest,United States,North America,Partial College,Professional,42,2013-05-01,5-10 Miles,2,40K TO 80K
25060,M,0,0,Southwest,United States,North America,Bachelors,Management,42,2013-05-10,0-1 Miles,1,80k to 120k
25061,F,0,0,Canada,Canada,North America,High School,Professional,40,2012-01-22,1-2 Miles,2,40K TO 80K
25062,F,0,1,Canada,Canada,North America,High School,Professional,40,2013-04-12,5-10 Miles,2,40K TO 80K
25063,M,0,0,Northwest,United States,North America,Partial High School,Skilled Manual,35,2013-12-05,1-2 Miles,2,40K TO 80K
25064,M,0,0,Southwest,United States,North America,Bachelors,Management,49,2013-05-03,0-1 Miles,2,Above 120k
25065,M,2,1,Northwest,United States,North America,Partial High School,Skilled Manual,57,2013-03-30,5-10 Miles,2,40K TO 80K
25066,M,2,0,Canada,Canada,North America,Partial High School,Skilled Manual,58,2014-01-26,1-2 Miles,2,40K TO 80K
25067,F,0,0,Northwest,United States,North America,Bachelors,Professional,50,2013-12-23,2-5 Miles,1,40K TO 80K
25068,M,4,0,Southwest,United States,North America,Bachelors,Skilled Manual,51,2013-10-13,0-1 Miles,2,40K TO 80K
25069,F,4,1,Northwest,United States,North America,Bachelors,Skilled Manual,50,2013-06-24,10+ Miles,3,40K TO 80K
25070,F,4,1,Canada,Canada,North America,Bachelors,Skilled Manual,45,2013-09-18,10+ Miles,3,40K TO 80K
25071,F,5,1,Southwest,United States,North America,Bachelors,Skilled Manual,51,2014-01-12,2-5 Miles,3,40K TO 80K
25072,F,4,0,Northwest,United States,North America,Bachelors,Skilled Manual,50,2013-12-18,0-1 Miles,2,40K TO 80K
25073,F,4,1,Northwest,United States,North America,Bachelors,Skilled Manual,51,2013-12-23,2-5 Miles,2,40K TO 80K
25074,F,4,1,Northwest,United States,North America,Bachelors,Professional,51,2013-05-23,2-5 Miles,2,40K TO 80K
25075,F,4,1,Southwest,United States,North America,Bachelors,Professional,52,2013-05-03,2-5 Miles,2,40K TO 80K
25076,F,3,0,Southwest,United States,North America,Graduate Degree,Professional,46,2013-12-19,0-1 Miles,0,40K TO 80K
25077,M,3,0,Northwest,United States,North America,Graduate Degree,Professional,40,2013-12-14,0-1 Miles,0,40K TO 80K
25078,M,3,1,Southwest,United States,North America,High School,Skilled Manual,36,2013-12-03,2-5 Miles,2,40K TO 80K
25079,F,1,1,Northwest,United States,North America,Bachelors,Professional,53,2013-05-29,2-5 Miles,1,40K TO 80K
25080,F,1,1,Southwest,United States,North America,Bachelors,Professional,47,2013-05-09,2-5 Miles,1,40K TO 80K
25081,F,0,0,Southwest,United States,North America,Bachelors,Professional,53,2013-08-20,0-1 Miles,2,Below 40k
25082,M,4,1,Southwest,United States,North America,High School,Skilled Manual,54,2013-10-11,0-1 Miles,2,40K TO 80K
25083,M,4,1,Southwest,United States,North America,High School,Skilled Manual,54,2013-11-08,10+ Miles,3,40K TO 80K
25084,M,1,0,Northwest,United States,North America,Partial College,Skilled Manual,53,2013-12-12,0-1 Miles,1,40K TO 80K
25085,M,1,1,Southwest,United States,North America,Partial College,Skilled Manual,53,2013-01-20,2-5 Miles,1,40K TO 80K
25086,F,1,1,Southwest,United States,North America,Partial College,Skilled Manual,53,2012-12-30,2-5 Miles,1,40K TO 80K
25087,M,1,0,Northwest,United States,North America,Partial College,Skilled Manual,54,2013-01-22,0-1 Miles,1,40K TO 80K
25088,F,1,1,Southwest,United States,North America,Partial College,Skilled Manual,48,2013-01-13,2-5 Miles,1,40K TO 80K
25089,F,0,0,Northwest,United States,North America,Bachelors,Professional,54,2013-09-21,2-5 Miles,1,40K TO 80K
25090,M,0,0,Canada,Canada,North America,Bachelors,Professional,55,2013-12-10,0-1 Miles,1,40K TO 80K
25091,M,0,0,Southwest,United States,North America,Bachelors,Professional,49,2013-04-07,0-1 Miles,1,40K TO 80K
25092,F,1,1,Southwest,United States,North America,Partial College,Skilled Manual,49,2013-01-07,2-5 Miles,1,40K TO 80K
25093,F,0,0,Canada,Canada,North America,Partial College,Skilled Manual,48,2012-01-14,0-1 Miles,1,40K TO 80K
25094,M,0,0,Canada,Canada,North America,Partial College,Skilled Manual,48,2012-01-12,0-1 Miles,1,40K TO 80K
25095,M,0,0,Canada,Canada,North America,Partial College,Skilled Manual,42,2012-02-01,0-1 Miles,1,40K TO 80K
25096,F,0,0,Northwest,United States,North America,Partial College,Skilled Manual,42,2013-02-12,2-5 Miles,1,40K TO 80K
25097,M,1,1,Northwest,United States,North America,Partial College,Skilled Manual,55,2013-02-13,2-5 Miles,1,40K TO 80K
25098,M,1,0,Northwest,United States,North America,Partial College,Skilled Manual,54,2013-02-22,0-1 Miles,1,40K TO 80K
25099,F,1,1,Southwest,United States,North America,Partial College,Skilled Manual,49,2013-02-23,0-1 Miles,1,40K TO 80K
25100,F,1,1,Canada,Canada,North America,Partial College,Skilled Manual,56,2012-02-03,2-5 Miles,1,40K TO 80K
25101,M,5,1,Canada,Canada,North America,Bachelors,Professional,39,2014-01-02,2-5 Miles,1,40K TO 80K
25102,F,4,1,Southwest,United States,North America,Bachelors,Professional,55,2013-02-19,2-5 Miles,0,40K TO 80K
25103,F,4,1,Southwest,United States,North America,Bachelors,Professional,56,2013-08-04,0-1 Miles,0,40K TO 80K
25104,F,2,0,Canada,Canada,North America,Graduate Degree,Professional,55,2012-02-28,0-1 Miles,1,40K TO 80K
25105,M,4,1,Southwest,United States,North America,Graduate Degree,Professional,55,2013-05-04,0-1 Miles,0,80k to 120k
25106,M,1,1,Australia,Australia,Pacific,Graduate Degree,Management,34,2012-09-16,0-1 Miles,0,80k to 120k
25107,M,2,0,Australia,Australia,Pacific,Bachelors,Professional,40,2012-09-01,0-1 Miles,0,80k to 120k
25108,M,2,0,Australia,Australia,Pacific,Bachelors,Professional,46,2012-09-29,0-1 Miles,1,40K TO 80K
25109,M,4,0,Australia,Australia,Pacific,Graduate Degree,Management,45,2013-05-27,0-1 Miles,1,80k to 120k
25110,F,4,0,Australia,Australia,Pacific,Graduate Degree,Management,45,2013-07-26,0-1 Miles,1,80k to 120k
25111,M,2,1,Australia,Australia,Pacific,Bachelors,Professional,44,2012-10-09,2-5 Miles,0,80k to 120k
25112,F,2,0,Australia,Australia,Pacific,Bachelors,Professional,46,2012-10-04,0-1 Miles,1,40K TO 80K
25113,M,2,1,Australia,Australia,Pacific,Bachelors,Professional,47,2012-10-19,2-5 Miles,1,40K TO 80K
25114,M,2,0,Australia,Australia,Pacific,Bachelors,Professional,46,2012-10-04,0-1 Miles,1,40K TO 80K
25115,M,5,1,Australia,Australia,Pacific,Bachelors,Professional,46,2012-10-06,10+ Miles,3,40K TO 80K
25116,M,5,1,Australia,Australia,Pacific,Bachelors,Professional,41,2013-05-30,10+ Miles,3,40K TO 80K
25117,F,5,0,Australia,Australia,Pacific,Bachelors,Professional,47,2013-12-30,10+ Miles,3,40K TO 80K
25118,M,5,1,Australia,Australia,Pacific,Bachelors,Professional,47,2013-08-20,10+ Miles,3,40K TO 80K
25119,F,1,1,Australia,Australia,Pacific,Graduate Degree,Management,46,2012-10-02,1-2 Miles,1,80k to 120k
25120,F,1,0,Australia,Australia,Pacific,Graduate Degree,Management,40,2012-09-28,2-5 Miles,1,80k to 120k
25121,M,1,1,Australia,Australia,Pacific,Graduate Degree,Management,45,2012-10-26,2-5 Miles,1,80k to 120k
25122,F,5,1,Australia,Australia,Pacific,Graduate Degree,Management,42,2013-11-27,0-1 Miles,2,80k to 120k
25123,F,5,1,Australia,Australia,Pacific,Graduate Degree,Management,48,2013-09-11,0-1 Miles,3,80k to 120k
25124,M,5,1,Australia,Australia,Pacific,Graduate Degree,Management,42,2013-05-26,0-1 Miles,3,80k to 120k
25125,M,5,1,Australia,Australia,Pacific,Bachelors,Professional,48,2013-09-25,0-1 Miles,3,80k to 120k
25126,M,0,1,Australia,Australia,Pacific,Bachelors,Professional,43,2012-11-05,2-5 Miles,0,80k to 120k
25127,F,2,0,Australia,Australia,Pacific,Bachelors,Professional,48,2012-11-07,1-2 Miles,0,80k to 120k
25128,M,3,1,Australia,Australia,Pacific,Bachelors,Professional,50,2013-08-24,2-5 Miles,1,40K TO 80K
25129,M,3,0,Australia,Australia,Pacific,Bachelors,Professional,44,2013-02-21,0-1 Miles,1,40K TO 80K
25130,M,5,0,Australia,Australia,Pacific,Bachelors,Professional,39,2013-05-09,10+ Miles,4,40K TO 80K
25131,M,5,1,Australia,Australia,Pacific,Bachelors,Professional,49,2013-07-21,10+ Miles,4,40K TO 80K
25132,F,5,0,Australia,Australia,Pacific,Bachelors,Professional,36,2013-09-17,10+ Miles,4,40K TO 80K
25133,F,0,1,Australia,Australia,Pacific,Bachelors,Professional,46,2012-11-06,5-10 Miles,1,40K TO 80K
25134,M,5,1,Australia,Australia,Pacific,Bachelors,Professional,47,2013-12-13,1-2 Miles,4,80k to 120k
25135,M,5,1,Australia,Australia,Pacific,Bachelors,Professional,47,2013-12-02,1-2 Miles,4,80k to 120k
25136,M,5,1,Australia,Australia,Pacific,Bachelors,Professional,41,2013-04-05,1-2 Miles,4,80k to 120k
25137,F,5,1,Australia,Australia,Pacific,Bachelors,Professional,46,2014-01-21,0-1 Miles,4,80k to 120k
25138,M,5,1,Australia,Australia,Pacific,Bachelors,Professional,46,2012-11-10,1-2 Miles,4,80k to 120k
25139,M,3,0,Australia,Australia,Pacific,Bachelors,Professional,45,2013-10-18,0-1 Miles,2,40K TO 80K
25140,F,3,1,Australia,Australia,Pacific,Bachelors,Professional,51,2013-11-20,5-10 Miles,2,40K TO 80K
25141,M,0,1,United Kingdom,United Kingdom,Europe,Partial High School,Manual,41,2013-05-10,1-2 Miles,2,Below 40k
25142,F,0,1,France,France,Europe,Partial College,Clerical,40,2013-04-04,2-5 Miles,1,Below 40k
25143,F,0,0,France,France,Europe,Partial College,Clerical,41,2013-12-05,0-1 Miles,1,Below 40k
25144,M,0,1,Germany,Germany,Europe,Partial College,Clerical,41,2013-09-17,2-5 Miles,1,Below 40k
25145,M,0,1,Germany,Germany,Europe,Partial College,Clerical,40,2013-06-21,2-5 Miles,1,Below 40k
25146,M,3,1,Northwest,United States,North America,Partial High School,Skilled Manual,62,2013-01-31,10+ Miles,3,40K TO 80K
25147,F,2,1,Canada,Canada,North America,High School,Professional,58,2013-07-31,5-10 Miles,2,40K TO 80K
25148,M,2,0,Southwest,United States,North America,High School,Professional,57,2013-02-28,1-2 Miles,2,40K TO 80K
25149,F,2,1,Northwest,United States,North America,High School,Professional,57,2013-11-30,5-10 Miles,2,40K TO 80K
25150,M,2,1,Southwest,United States,North America,Bachelors,Management,52,2013-05-06,2-5 Miles,1,80k to 120k
25151,F,2,0,Southwest,United States,North America,Partial High School,Skilled Manual,59,2013-11-02,1-2 Miles,2,80k to 120k
25152,F,2,1,Southwest,United States,North America,High School,Professional,42,2013-03-17,5-10 Miles,2,40K TO 80K
25153,M,4,0,Northwest,United States,North America,Bachelors,Management,50,2013-10-02,0-1 Miles,4,80k to 120k
25154,M,2,1,Southwest,United States,North America,Bachelors,Management,44,2013-12-23,2-5 Miles,3,80k to 120k
25155,F,3,1,Southwest,United States,North America,Bachelors,Management,39,2013-05-29,2-5 Miles,4,80k to 120k
25156,F,1,0,Southwest,United States,North America,Graduate Degree,Management,49,2013-02-11,0-1 Miles,4,Above 120k
25157,F,4,1,Canada,Canada,North America,Bachelors,Management,51,2013-07-03,2-5 Miles,1,80k to 120k
25158,F,5,1,Northwest,United States,North America,Partial College,Professional,51,2013-09-04,0-1 Miles,3,80k to 120k
25159,F,5,1,Northwest,United States,North America,Partial College,Professional,50,2013-09-24,2-5 Miles,0,80k to 120k
25160,F,5,1,Northwest,United States,North America,Partial College,Professional,39,2013-06-15,2-5 Miles,1,80k to 120k
25161,F,3,1,Southwest,United States,North America,Bachelors,Management,45,2013-05-25,0-1 Miles,3,Above 120k
25162,M,1,0,Southwest,United States,North America,Bachelors,Management,45,2013-05-14,0-1 Miles,3,Above 120k
25163,F,3,1,Southwest,United States,North America,Partial College,Professional,59,2013-05-17,5-10 Miles,0,40K TO 80K
25164,M,3,0,Southwest,United States,North America,Partial College,Professional,58,2013-05-18,0-1 Miles,1,40K TO 80K
25165,F,4,1,Southwest,United States,North America,Partial College,Professional,59,2013-12-16,0-1 Miles,0,40K TO 80K
25166,M,4,1,Southwest,United States,North America,Partial College,Professional,59,2013-09-25,5-10 Miles,0,40K TO 80K
25167,M,3,0,Southwest,United States,North America,Partial College,Professional,58,2013-11-20,0-1 Miles,1,80k to 120k
25168,M,2,1,Southwest,United States,North America,Partial High School,Skilled Manual,60,2013-08-23,5-10 Miles,2,80k to 120k
25169,M,1,0,Southwest,United States,North America,Graduate Degree,Management,80,2013-05-22,0-1 Miles,3,Above 120k
25170,M,0,1,Northwest,United States,North America,Partial College,Professional,46,2013-10-18,10+ Miles,1,80k to 120k
25171,M,0,1,Northwest,United States,North America,Partial College,Professional,46,2013-04-26,10+ Miles,1,80k to 120k
25172,M,3,1,Southwest,United States,North America,Bachelors,Management,51,2013-06-19,0-1 Miles,4,Above 120k
25173,F,5,1,Canada,Canada,North America,Partial College,Professional,53,2013-06-18,5-10 Miles,2,80k to 120k
25174,F,5,1,Northwest,United States,North America,Partial College,Professional,52,2013-05-24,5-10 Miles,4,80k to 120k
25175,M,1,1,Northwest,United States,North America,Partial College,Professional,52,2013-05-14,5-10 Miles,3,80k to 120k
25176,M,1,0,Southwest,United States,North America,Bachelors,Management,53,2013-09-24,0-1 Miles,4,Above 120k
25177,M,5,1,Canada,Canada,North America,Partial College,Professional,42,2014-01-25,5-10 Miles,3,40K TO 80K
25178,F,5,1,Northwest,United States,North America,Partial College,Professional,48,2014-01-05,1-2 Miles,3,80k to 120k
25179,M,5,1,Northwest,United States,North America,Partial College,Professional,54,2013-09-25,5-10 Miles,3,80k to 120k
25180,F,4,1,Northwest,United States,North America,High School,Professional,54,2013-05-21,5-10 Miles,1,80k to 120k
25181,M,4,1,Northwest,United States,North America,High School,Professional,54,2013-03-04,5-10 Miles,1,80k to 120k
25182,F,4,1,Northwest,United States,North America,High School,Professional,48,2013-06-20,1-2 Miles,2,80k to 120k
25183,M,4,1,Northwest,United States,North America,High School,Professional,54,2013-06-14,1-2 Miles,2,80k to 120k
25184,M,1,1,Southwest,United States,North America,Partial College,Professional,54,2013-05-11,5-10 Miles,4,80k to 120k
