,CustomerKey,AverageVisitPerMonth,AverageSpentEachMonth,TotalVisit,TotalMonth,Gender,TotalChildren,HouseOwnerFlag,SalesTerritoryRegion,SalesTerritoryCountry,SalesTerritoryGroup,EnglishEducation,EnglishOccupation,Age,DateFirstPurchase,CommuteDistance,NumberCarsOwned,YearlyIncomeBand,TotalOrderNumber,TotalSpent,TotalProfit,TotalTransaction,AverageBasket,ChurnTarget
3841,15409,2,783.73,4,2,M,3,0,Northwest,United States,North America,Partial College,Professional,62,2012-06-05,5-10 Miles,2,40K TO 80K,4,1567.46,655.3724,2,2,0
3842,11579,2,43.98,2,1,M,3,1,United Kingdom,United Kingdom,Europe,High School,Manual,39,2013-07-31,0-1 Miles,1,Below 40k,2,43.98,23.9714,1,2,0
3844,28499,4,778.62,4,1,F,2,1,Germany,Germany,Europe,Partial College,Manual,50,2013-07-09,1-2 Miles,1,Below 40k,4,778.62,303.6101,1,4,0
3845,14390,2,39.98,2,1,M,2,0,Southwest,United States,North America,Bachelors,Management,67,2013-11-03,2-5 Miles,0,40K TO 80K,2,39.98,25.0274,1,2,0
3846,27609,3,36.27,3,1,F,2,1,Southwest,United States,North America,Partial High School,Skilled Manual,53,2013-07-02,5-10 Miles,2,80k to 120k,3,36.27,22.7049,1,3,0
3849,16016,3,58.965,7,2,M,4,1,Australia,Australia,Pacific,High School,Skilled Manual,70,2013-07-03,5-10 Miles,2,Below 40k,7,117.93,73.8239,2,3,0
3852,17244,1,43.135,3,2,F,0,1,Australia,Australia,Pacific,High School,Management,37,2013-04-21,10+ Miles,3,80k to 120k,3,86.27,32.6249,2,1,0
3853,12916,2,65.305,9,4,F,1,1,Canada,Canada,North America,Graduate Degree,Professional,39,2013-05-10,2-5 Miles,0,40K TO 80K,9,261.22,143.7274,4,2,0
3855,27417,1,21.49,1,1,M,2,1,Southwest,United States,North America,Bachelors,Management,67,2013-10-21,10+ Miles,0,40K TO 80K,1,21.49,13.4527,1,1,0
3857,25943,2,2904.015,5,2,F,0,0,Southwest,United States,North America,Partial College,Skilled Manual,36,2011-06-12,0-1 Miles,2,40K TO 80K,5,5808.03,2409.6828,2,2,0
3858,19846,1,69.99,1,1,M,5,1,Northwest,United States,North America,Bachelors,Management,71,2013-10-03,10+ Miles,2,40K TO 80K,1,69.99,43.8137,1,1,0
3860,17490,2,12.94,2,1,F,0,0,Southwest,United States,North America,Partial College,Skilled Manual,37,2013-11-05,1-2 Miles,2,40K TO 80K,2,12.94,8.1004,1,2,0
3863,26527,3,29.26,3,1,M,2,1,Canada,Canada,North America,Partial High School,Skilled Manual,57,2013-07-28,10+ Miles,2,40K TO 80K,3,29.26,18.3167,1,3,0
3865,16491,2,1553.165,4,2,M,0,1,Canada,Canada,North America,Partial College,Skilled Manual,36,2013-01-29,5-10 Miles,2,40K TO 80K,4,3106.33,1359.2534,2,2,0
3866,23155,4,608.96,4,1,F,2,1,Southwest,United States,North America,Bachelors,Skilled Manual,40,2013-06-10,2-5 Miles,0,40K TO 80K,4,608.96,239.5155,1,4,0
3867,24798,4,2407.04,4,1,M,2,1,Northwest,United States,North America,Bachelors,Skilled Manual,46,2013-10-10,2-5 Miles,0,40K TO 80K,4,2407.04,916.5112,1,4,0
3868,29083,1,3.99,1,1,F,2,1,Australia,Australia,Pacific,Partial High School,Clerical,64,2013-09-26,5-10 Miles,2,Below 40k,1,3.99,2.4977,1,1,0
3873,17745,3,32.27,3,1,F,1,1,Germany,Germany,Europe,Partial College,Manual,55,2013-06-10,1-2 Miles,0,Below 40k,3,32.27,20.2009,1,3,0
3876,22571,2,1417.5112,5,2,M,0,1,Australia,Australia,Pacific,Partial College,Manual,35,2012-05-07,2-5 Miles,1,Below 40k,5,2835.0225,1106.8712,2,2,0
3879,21054,3,625.47,3,1,M,0,1,France,France,Europe,Graduate Degree,Clerical,46,2013-12-13,0-1 Miles,0,40K TO 80K,3,625.47,298.9208,1,3,0
3881,21944,2,2356.9462,4,2,F,1,1,Australia,Australia,Pacific,Graduate Degree,Management,40,2012-03-15,0-1 Miles,0,80k to 120k,4,4713.8925,1783.6022,2,2,0
3882,20862,2,1620.16,4,2,M,0,1,United Kingdom,United Kingdom,Europe,Graduate Degree,Clerical,40,2012-05-16,0-1 Miles,0,40K TO 80K,4,3240.32,1193.4369,2,2,0
3883,25190,2,36.59,2,1,F,2,1,Northwest,United States,North America,Graduate Degree,Management,79,2013-09-13,5-10 Miles,2,40K TO 80K,2,36.59,22.9053,1,2,0
3887,21489,2,7.28,2,1,M,2,0,Canada,Canada,North America,Partial High School,Skilled Manual,64,2013-09-08,2-5 Miles,2,40K TO 80K,2,7.28,4.5572,1,2,0
3890,24300,1,2072.17,2,2,F,2,1,Australia,Australia,Pacific,High School,Skilled Manual,42,2012-11-20,5-10 Miles,2,80k to 120k,2,4144.34,1543.0436,2,1,0
3892,22528,2,39.98,2,1,F,0,1,United Kingdom,United Kingdom,Europe,High School,Manual,39,2013-08-08,2-5 Miles,1,Below 40k,2,39.98,25.0274,1,2,0
3893,25774,4,2537.32,4,1,M,3,1,United Kingdom,United Kingdom,Europe,Partial College,Professional,48,2013-09-04,0-1 Miles,3,Above 120k,4,2537.32,923.8712,1,4,0
3894,12664,2,38.98,4,2,F,5,1,United Kingdom,United Kingdom,Europe,Partial College,Professional,68,2013-05-12,0-1 Miles,4,Above 120k,4,77.96,45.2428,2,2,0
3895,27652,3,75.47,3,1,M,2,1,Northwest,United States,North America,Partial High School,Skilled Manual,60,2013-08-05,5-10 Miles,2,40K TO 80K,3,75.47,27.4481,1,3,0
3898,21131,2,39.98,2,1,M,0,0,Germany,Germany,Europe,Partial High School,Manual,42,2013-06-26,0-1 Miles,2,Below 40k,2,39.98,25.0274,1,2,0
3899,26086,3,149.98,3,1,M,5,1,Northwest,United States,North America,Partial College,Professional,53,2013-10-21,5-10 Miles,3,80k to 120k,3,149.98,93.8874,1,3,0
3900,14748,2,124.99,2,1,M,1,1,Southwest,United States,North America,Partial College,Clerical,53,2013-07-31,1-2 Miles,1,40K TO 80K,2,124.99,78.2437,1,2,0
3901,25568,2,626.5341,4,2,F,0,1,Australia,Australia,Pacific,Partial College,Manual,37,2011-06-18,0-1 Miles,0,Below 40k,4,1253.0682,491.0437,2,2,0
3902,27483,4,1382.46,4,1,M,2,1,Australia,Australia,Pacific,Partial High School,Clerical,60,2012-12-02,5-10 Miles,2,Below 40k,4,1382.46,529.8582,2,2,0
3903,19657,5,756.26,5,1,F,0,0,Northwest,United States,North America,Bachelors,Management,43,2013-06-22,0-1 Miles,1,80k to 120k,5,756.26,376.507,1,5,0
3904,17101,3,81.97,6,2,M,0,1,United Kingdom,United Kingdom,Europe,High School,Manual,42,2013-03-19,2-5 Miles,1,Below 40k,6,163.94,99.0662,2,3,0
3907,17619,3,81.96,6,2,F,5,1,Canada,Canada,North America,Partial High School,Skilled Manual,92,2013-06-20,2-5 Miles,0,40K TO 80K,6,163.92,82.8178,2,3,0
3908,15704,1,35.0,1,1,M,4,1,Germany,Germany,Europe,High School,Professional,64,2013-08-19,10+ Miles,3,80k to 120k,1,35.0,21.91,1,1,0
3909,28439,3,60.47,3,1,F,0,0,United Kingdom,United Kingdom,Europe,Partial High School,Manual,39,2014-01-16,5-10 Miles,1,Below 40k,3,60.47,37.8541,1,3,0
3910,16786,1,2294.99,1,1,M,4,1,Southwest,United States,North America,Bachelors,Management,68,2013-10-26,10+ Miles,1,40K TO 80K,1,2294.99,1043.0087,1,1,0
3912,26965,3,776.33,3,1,F,1,1,France,France,Europe,Bachelors,Clerical,41,2013-06-29,1-2 Miles,0,Below 40k,3,776.33,302.1766,1,3,0
3915,18575,2,78.98,2,1,F,0,1,Southwest,United States,North America,Graduate Degree,Professional,48,2013-10-15,2-5 Miles,0,40K TO 80K,2,78.98,49.4414,1,2,0
3916,23733,4,567.76,4,1,F,2,1,Northwest,United States,North America,High School,Professional,52,2013-10-08,2-5 Miles,2,40K TO 80K,4,567.76,213.7243,1,4,0
3917,24171,2,1503.155,5,2,M,1,0,Australia,Australia,Pacific,High School,Manual,36,2012-10-09,1-2 Miles,0,Below 40k,5,3006.31,1131.7231,2,2,0
3918,18183,2,1671.6787,5,2,F,4,1,Germany,Germany,Europe,Partial High School,Skilled Manual,66,2012-06-22,5-10 Miles,4,80k to 120k,5,3343.3575,1463.5129,2,2,0
3919,23530,2,39.98,2,1,M,0,0,Australia,Australia,Pacific,Bachelors,Professional,49,2014-01-05,5-10 Miles,1,80k to 120k,2,39.98,25.0274,1,2,0
3921,25004,1,24.99,1,1,M,0,0,Northwest,United States,North America,Partial College,Skilled Manual,37,2014-01-21,1-2 Miles,1,Below 40k,1,24.99,15.6437,1,1,0
3923,14825,4,61.45,4,1,F,0,0,Germany,Germany,Europe,High School,Manual,38,2013-06-19,1-2 Miles,1,Below 40k,4,61.45,38.4676,1,4,0
3925,14433,1,1671.2037,3,2,F,1,1,Southwest,United States,North America,Graduate Degree,Management,82,2012-11-05,2-5 Miles,2,80k to 120k,3,3342.4075,1462.9183,2,1,0
3926,11877,1,21.475,2,2,F,1,1,Southwest,United States,North America,Partial College,Skilled Manual,54,2013-10-05,2-5 Miles,1,40K TO 80K,2,42.95,26.8867,2,1,0
3927,21615,2,1155.48,2,1,F,2,0,Southwest,United States,North America,Bachelors,Skilled Manual,48,2013-11-04,0-1 Miles,1,40K TO 80K,2,1155.48,429.3139,1,2,0
3929,20928,3,40.23,3,1,M,3,1,Germany,Germany,Europe,Partial College,Clerical,35,2013-10-28,0-1 Miles,1,Below 40k,3,40.23,25.1839,1,3,0
3930,11190,2,23.135,4,2,M,5,1,Southwest,United States,North America,Bachelors,Management,71,2013-08-28,10+ Miles,2,40K TO 80K,4,46.27,28.9649,2,2,0
3931,16660,1,2949.13,2,2,M,2,0,Australia,Australia,Pacific,High School,Skilled Manual,59,2011-02-12,1-2 Miles,2,40K TO 80K,2,5898.26,2461.3463,2,1,0
3932,23656,2,4144.34,2,1,F,0,1,Australia,Australia,Pacific,Bachelors,Professional,37,2012-09-24,10+ Miles,3,80k to 120k,2,4144.34,1543.0436,2,1,0
3933,25648,1,4.99,1,1,F,2,1,France,France,Europe,Partial College,Clerical,41,2013-06-28,0-1 Miles,3,Below 40k,1,4.99,3.1237,1,1,0
3936,27686,3,74.98,3,1,M,4,1,Australia,Australia,Pacific,Bachelors,Professional,52,2014-01-28,10+ Miles,3,40K TO 80K,3,74.98,46.9374,1,3,0
3937,11393,2,13.98,2,1,M,2,1,France,France,Europe,High School,Manual,46,2013-07-16,0-1 Miles,0,Below 40k,2,13.98,8.7514,1,2,0
3938,20049,1,1575.1991,3,2,F,0,0,United Kingdom,United Kingdom,Europe,Partial High School,Manual,44,2011-02-05,1-2 Miles,2,Below 40k,3,3150.3982,1179.3307,2,1,0
3939,19906,2,13.98,2,1,M,3,1,United Kingdom,United Kingdom,Europe,High School,Professional,59,2013-08-09,0-1 Miles,4,Above 120k,2,13.98,8.7514,1,2,0
3940,23968,2,39.98,2,1,M,1,1,United Kingdom,United Kingdom,Europe,Bachelors,Manual,42,2013-09-20,0-1 Miles,0,Below 40k,2,39.98,25.0274,1,2,0
3941,18134,2,1910.8225,6,3,F,3,1,Germany,Germany,Europe,High School,Professional,53,2012-02-12,5-10 Miles,4,Above 120k,6,5732.4675,2365.9682,3,2,0
3942,28688,2,901.35,2,1,F,0,0,Germany,Germany,Europe,Bachelors,Clerical,44,2013-10-01,0-1 Miles,0,Below 40k,2,901.35,380.4392,1,2,0
3944,27357,1,69.99,1,1,M,0,0,Australia,Australia,Pacific,Bachelors,Professional,37,2013-09-16,10+ Miles,3,80k to 120k,1,69.99,43.8137,1,1,0
3945,29252,2,2194.795,5,2,M,1,1,Southwest,United States,North America,Bachelors,Management,53,2011-07-30,0-1 Miles,3,Above 120k,5,4389.59,1731.0561,2,2,0
3946,15186,2,43.38,4,2,F,0,1,Australia,Australia,Pacific,Graduate Degree,Management,51,2013-03-31,0-1 Miles,2,Above 120k,4,86.76,54.3116,2,2,0
3948,17178,2,13.98,2,1,F,2,1,Southwest,United States,North America,High School,Professional,62,2013-12-16,10+ Miles,2,40K TO 80K,2,13.98,5.1914,1,2,0
3952,21884,3,74.98,3,1,F,0,1,Australia,Australia,Pacific,Bachelors,Professional,41,2013-10-06,10+ Miles,3,80k to 120k,3,74.98,46.9374,1,3,0
3953,26212,2,23.78,2,1,F,0,0,Germany,Germany,Europe,Partial College,Clerical,36,2013-10-05,2-5 Miles,1,Below 40k,2,23.78,14.8862,1,2,0
3954,20175,4,1214.46,4,1,F,0,0,France,France,Europe,Partial College,Clerical,41,2013-07-09,2-5 Miles,1,Below 40k,4,1214.46,442.8793,1,4,0
3955,26604,1,2221.0791,3,2,F,0,0,Southwest,United States,North America,Bachelors,Professional,46,2012-06-13,0-1 Miles,1,40K TO 80K,3,4442.1582,1847.488,2,1,0
3956,13620,3,3424.0341,7,2,M,0,0,Australia,Australia,Pacific,Bachelors,Professional,39,2012-07-06,10+ Miles,3,40K TO 80K,7,6848.0682,2963.4926,3,2,0
3957,16866,6,2444.45,6,1,F,1,1,Southwest,United States,North America,Bachelors,Management,37,2013-10-13,2-5 Miles,2,Above 120k,6,2444.45,1116.7745,1,6,0
3960,20659,4,2466.32,4,1,M,3,1,Southwest,United States,North America,Graduate Degree,Professional,44,2013-12-25,0-1 Miles,0,40K TO 80K,4,2466.32,899.2212,1,4,0
3961,24738,4,2433.04,4,1,F,1,1,Southwest,United States,North America,Partial College,Clerical,55,2013-08-05,1-2 Miles,1,40K TO 80K,4,2433.04,932.7872,1,4,0
3963,12146,3,113.71,6,2,M,3,0,Southwest,United States,North America,Bachelors,Management,49,2013-06-29,1-2 Miles,4,80k to 120k,6,227.42,142.3648,2,3,0
3965,16033,1,1247.7975,4,3,F,0,1,United Kingdom,United Kingdom,Europe,Graduate Degree,Manual,43,2012-01-08,0-1 Miles,0,Below 40k,4,3743.3925,1502.9932,3,1,0
3967,13477,1,2255.7712,3,2,F,3,1,Southwest,United States,North America,High School,Professional,61,2012-04-28,1-2 Miles,0,40K TO 80K,3,4511.5425,1925.7911,2,1,0
3968,23215,4,49.96,4,1,M,4,0,Southwest,United States,North America,Bachelors,Professional,46,2013-09-23,0-1 Miles,4,40K TO 80K,4,49.96,31.2748,1,4,0
3970,11502,3,93.299,43,11,M,4,1,Canada,Canada,North America,Partial College,Clerical,40,2013-01-30,0-1 Miles,1,40K TO 80K,43,1026.29,486.868,16,2,0
3971,28814,3,31.27,3,1,F,1,1,Northwest,United States,North America,Graduate Degree,Skilled Manual,44,2013-11-26,0-1 Miles,0,40K TO 80K,3,31.27,19.5749,1,3,0
3974,12521,2,2219.1898,4,2,F,0,0,Germany,Germany,Europe,Partial High School,Manual,40,2012-10-05,0-1 Miles,2,Below 40k,4,4438.3796,2021.8296,2,2,0
3975,15392,2,39.98,2,1,F,2,0,Southwest,United States,North America,Partial High School,Skilled Manual,60,2013-06-11,1-2 Miles,2,80k to 120k,2,39.98,25.0274,1,2,0
3976,18449,2,50.47,5,2,M,0,0,Canada,Canada,North America,Partial High School,Clerical,37,2013-02-18,1-2 Miles,2,40K TO 80K,5,100.94,59.6283,2,2,0
3977,23358,4,561.92,4,1,M,0,1,Southwest,United States,North America,High School,Professional,35,2013-08-16,5-10 Miles,2,40K TO 80K,4,561.92,210.0685,1,4,0
3980,22385,2,58.98,2,1,F,1,1,United Kingdom,United Kingdom,Europe,Graduate Degree,Clerical,53,2013-09-11,0-1 Miles,0,Below 40k,2,58.98,15.5414,1,2,0
3981,27795,2,1174.48,2,1,F,0,0,France,France,Europe,Bachelors,Professional,48,2013-07-03,0-1 Miles,0,40K TO 80K,2,1174.48,419.8279,1,2,0
3982,18904,4,607.96,4,1,F,0,0,Southwest,United States,North America,Partial College,Skilled Manual,34,2013-09-17,5-10 Miles,2,Below 40k,4,607.96,217.5095,1,4,0
3984,28296,1,2998.665,3,2,M,3,0,Southwest,United States,North America,Graduate Degree,Management,56,2011-04-11,1-2 Miles,2,40K TO 80K,3,5997.33,2331.0116,2,1,0
3985,12976,1,21.98,1,1,M,0,0,Southwest,United States,North America,Graduate Degree,Professional,48,2013-09-02,2-5 Miles,1,40K TO 80K,1,21.98,13.7595,1,1,0
3988,25442,2,1735.98,2,1,M,0,1,France,France,Europe,Graduate Degree,Clerical,47,2013-10-01,0-1 Miles,0,40K TO 80K,2,1735.98,640.3837,1,2,0
3989,26916,1,661.49,2,2,F,0,1,Australia,Australia,Pacific,Partial College,Manual,34,2012-10-01,2-5 Miles,1,Below 40k,2,1322.98,492.6238,2,1,0
3990,21506,4,2369.96,4,1,M,3,1,Germany,Germany,Europe,Partial College,Professional,52,2013-12-18,5-10 Miles,2,Above 120k,4,2369.96,1085.6516,1,4,0
3992,15077,3,3336.765,7,2,F,0,1,United Kingdom,United Kingdom,Europe,Bachelors,Clerical,46,2011-08-06,0-1 Miles,0,Below 40k,7,6673.53,2767.1475,3,2,0
3997,23341,2,561.48,2,1,M,0,0,Northwest,United States,North America,Partial College,Professional,41,2013-10-08,0-1 Miles,2,40K TO 80K,2,561.48,209.7931,1,2,0
3998,27858,3,75.47,3,1,F,3,0,Germany,Germany,Europe,Partial College,Manual,72,2013-07-20,2-5 Miles,1,Below 40k,3,75.47,27.4481,1,3,0
3999,14874,2,804.48,2,1,F,3,1,Canada,Canada,North America,Partial College,Clerical,39,2013-09-08,1-2 Miles,2,40K TO 80K,2,804.48,371.6153,1,2,0
4000,20284,2,2664.115,5,2,F,2,1,Australia,Australia,Pacific,Graduate Degree,Management,72,2011-11-11,5-10 Miles,1,40K TO 80K,5,5328.23,2056.1109,2,2,0
4001,15956,1,4.99,1,1,M,3,1,Southwest,United States,North America,Bachelors,Management,46,2013-11-27,1-2 Miles,4,Above 120k,1,4.99,3.1237,1,1,0
4002,16348,2,2959.12,4,2,M,2,1,Australia,Australia,Pacific,Partial College,Skilled Manual,60,2011-01-16,5-10 Miles,2,80k to 120k,4,5918.24,2478.1419,2,2,0
4003,12020,3,804.47,3,1,F,0,1,Canada,Canada,North America,High School,Skilled Manual,35,2013-10-12,5-10 Miles,2,Below 40k,3,804.47,371.609,1,3,0
4005,13995,1,32.485,3,2,F,4,0,Australia,Australia,Pacific,High School,Skilled Manual,68,2013-05-15,1-2 Miles,2,Below 40k,3,64.97,40.6711,2,1,0
4008,13603,3,66.97,6,2,F,4,1,United Kingdom,United Kingdom,Europe,Partial College,Management,65,2013-03-22,10+ Miles,3,Above 120k,6,133.94,64.0502,2,3,0
4009,17931,1,29.99,1,1,M,1,1,France,France,Europe,Partial College,Manual,43,2013-08-27,1-2 Miles,0,Below 40k,1,29.99,18.7737,1,1,0
4012,17822,1,29.99,1,1,F,2,1,France,France,Europe,Partial College,Clerical,52,2013-09-02,0-1 Miles,2,Below 40k,1,29.99,18.7737,1,1,0
4014,11894,3,2741.0,9,3,F,1,1,Australia,Australia,Pacific,Graduate Degree,Management,40,2011-09-22,2-5 Miles,0,80k to 120k,9,8223.0,3523.5107,3,3,0
4015,14121,2,1659.8487,4,2,M,0,0,Northwest,United States,North America,Graduate Degree,Management,47,2012-05-29,0-1 Miles,2,Above 120k,4,3319.6975,1452.99,2,2,0
4018,22777,3,193.98,3,1,M,2,1,Northwest,United States,North America,High School,Professional,64,2013-06-05,10+ Miles,2,40K TO 80K,3,193.98,121.4314,1,3,0
4019,28187,2,39.98,2,1,M,4,1,Southwest,United States,North America,Bachelors,Professional,50,2013-07-13,2-5 Miles,0,40K TO 80K,2,39.98,25.0274,1,2,0
4020,29441,3,68.97,3,1,F,1,1,Germany,Germany,Europe,Graduate Degree,Clerical,78,2013-12-25,0-1 Miles,0,Below 40k,3,68.97,43.1751,1,3,0
4021,21758,2,14.98,2,1,F,4,1,Northwest,United States,North America,High School,Professional,71,2013-10-13,10+ Miles,2,40K TO 80K,2,14.98,9.3774,1,2,0
4022,26713,3,58.47,3,1,F,2,1,Southwest,United States,North America,Partial High School,Skilled Manual,61,2013-06-05,5-10 Miles,2,40K TO 80K,3,58.47,36.6021,1,3,0
4024,18057,1,1700.99,1,1,M,0,0,Southwest,United States,North America,Graduate Degree,Professional,37,2013-09-02,0-1 Miles,1,40K TO 80K,1,1700.99,618.48,1,1,0
4025,28422,2,34.89,2,1,F,5,0,France,France,Europe,Partial College,Clerical,37,2013-12-17,0-1 Miles,3,Below 40k,2,34.89,21.8411,1,2,0
4026,14576,1,738.2691,3,2,F,2,0,Northwest,United States,North America,Bachelors,Skilled Manual,41,2011-02-10,0-1 Miles,0,40K TO 80K,3,1476.5382,640.6402,2,1,0
4028,19076,2,1588.98,5,2,F,4,1,France,France,Europe,High School,Management,67,2012-02-21,5-10 Miles,3,80k to 120k,5,3177.96,1397.5913,2,2,0
4029,25960,1,978.735,3,2,M,2,1,Australia,Australia,Pacific,High School,Skilled Manual,58,2012-01-22,5-10 Miles,2,40K TO 80K,3,1957.47,716.1113,2,1,0
4030,17304,1,31.135,3,2,F,3,1,Australia,Australia,Pacific,Bachelors,Professional,46,2013-09-18,5-10 Miles,2,40K TO 80K,3,62.27,38.9809,2,1,0
4031,12349,1,2257.3794,5,3,F,0,1,Australia,Australia,Pacific,Bachelors,Professional,40,2011-12-29,10+ Miles,3,80k to 120k,5,6772.1382,2912.4004,3,1,0
4032,27042,2,68.49,2,1,M,2,1,Canada,Canada,North America,High School,Skilled Manual,57,2013-12-11,1-2 Miles,2,Below 40k,2,68.49,42.8747,1,2,0
4033,22714,4,71.95,4,1,F,4,1,Canada,Canada,North America,Partial College,Professional,50,2013-06-25,0-1 Miles,3,80k to 120k,4,71.95,45.0406,1,4,0
4034,29269,1,3.99,1,1,F,4,1,Northwest,United States,North America,High School,Professional,55,2013-10-05,5-10 Miles,3,80k to 120k,1,3.99,2.4977,1,1,0
4035,21303,3,68.97,3,1,F,2,0,Southwest,United States,North America,High School,Professional,59,2013-07-28,5-10 Miles,2,40K TO 80K,3,68.97,21.7951,1,3,0
4037,16975,3,67.97,3,1,M,3,1,Northwest,United States,North America,Bachelors,Skilled Manual,49,2013-09-06,2-5 Miles,0,40K TO 80K,3,67.97,17.6091,1,3,0
4038,15595,2,4369.0882,2,1,M,0,1,Australia,Australia,Pacific,Bachelors,Professional,49,2012-10-28,0-1 Miles,0,80k to 120k,2,4369.0882,1997.6587,2,1,0
4041,21486,2,1155.48,2,1,F,2,1,Southwest,United States,North America,Bachelors,Management,65,2013-09-29,10+ Miles,0,40K TO 80K,2,1155.48,429.3139,1,2,0
4042,23052,1,29.99,1,1,M,2,1,Southwest,United States,North America,Graduate Degree,Management,79,2013-08-04,0-1 Miles,3,Above 120k,1,29.99,18.7737,1,1,0
4043,14347,2,1450.1948,4,2,F,2,1,Australia,Australia,Pacific,Bachelors,Management,74,2012-09-22,5-10 Miles,2,40K TO 80K,4,2900.3896,1340.5097,2,2,0
4045,27105,2,2223.5741,4,2,M,4,1,Southwest,United States,North America,Graduate Degree,Professional,45,2012-09-03,2-5 Miles,0,40K TO 80K,4,4447.1482,1854.1717,2,2,0
4046,18784,3,128.97,3,1,F,4,1,Southwest,United States,North America,Bachelors,Management,47,2013-10-15,1-2 Miles,1,80k to 120k,3,128.97,57.3791,1,3,0
4047,13042,1,42.235,3,2,F,3,1,Australia,Australia,Pacific,High School,Skilled Manual,63,2013-05-23,5-10 Miles,2,Below 40k,3,84.47,52.8781,2,1,0
4048,25754,2,23.78,2,1,M,4,0,Germany,Germany,Europe,High School,Manual,58,2013-09-07,0-1 Miles,2,Below 40k,2,23.78,14.8862,1,2,0
4049,14516,1,39.49,2,2,M,5,1,Australia,Australia,Pacific,High School,Skilled Manual,70,2013-02-21,5-10 Miles,3,Below 40k,2,78.98,28.0614,2,1,0
4051,11476,1,53.99,1,1,F,1,1,United Kingdom,United Kingdom,Europe,Bachelors,Skilled Manual,40,2013-11-01,1-2 Miles,0,40K TO 80K,1,53.99,12.4177,1,1,0
4052,13119,2,2276.4832,6,3,F,0,0,Australia,Australia,Pacific,Bachelors,Professional,49,2012-06-11,0-1 Miles,1,40K TO 80K,6,6829.4496,2940.2914,3,2,0
4053,12873,1,1892.0798,5,3,F,0,0,United Kingdom,United Kingdom,Europe,Partial High School,Manual,40,2012-11-06,0-1 Miles,2,Below 40k,5,5676.2396,2511.4408,3,1,0
4055,11768,1,2713.0133,4,3,M,2,1,Australia,Australia,Pacific,Bachelors,Professional,37,2011-09-03,1-2 Miles,0,80k to 120k,4,8139.04,3466.2419,3,1,0
4057,11645,2,76.73,5,2,F,2,1,Northwest,United States,North America,Bachelors,Skilled Manual,45,2013-11-10,2-5 Miles,0,40K TO 80K,5,153.46,74.6858,2,2,0
4058,24065,2,1170.48,2,1,F,2,1,United Kingdom,United Kingdom,Europe,High School,Manual,37,2013-08-21,0-1 Miles,0,Below 40k,2,1170.48,418.9079,1,2,0
4059,15575,1,1455.4498,3,2,M,2,1,Australia,Australia,Pacific,Bachelors,Professional,35,2012-10-29,2-5 Miles,1,40K TO 80K,3,2910.8996,1347.089,2,1,0
4060,21824,2,27.28,2,1,M,2,1,United Kingdom,United Kingdom,Europe,High School,Professional,59,2013-12-10,5-10 Miles,3,Above 120k,2,27.28,17.0772,1,2,0
4061,19843,1,564.99,1,1,M,5,1,Southwest,United States,North America,Bachelors,Management,66,2013-10-05,10+ Miles,2,40K TO 80K,1,564.99,256.7721,1,1,0
4062,24280,3,27.77,3,1,M,3,0,Australia,Australia,Pacific,Partial High School,Clerical,60,2013-07-17,1-2 Miles,2,40K TO 80K,3,27.77,17.3839,1,3,0
4064,18953,2,777.44,2,1,F,2,1,Southwest,United States,North America,Bachelors,Management,44,2013-09-15,2-5 Miles,3,80k to 120k,2,777.44,354.6883,1,2,0
4065,27566,3,27.77,3,1,M,4,1,Southwest,United States,North America,Bachelors,Professional,55,2013-06-19,2-5 Miles,0,40K TO 80K,3,27.77,17.3839,1,3,0
4067,16205,3,3475.2862,7,2,F,2,1,France,France,Europe,Partial College,Clerical,38,2012-09-12,1-2 Miles,1,40K TO 80K,7,6950.5725,2840.9481,3,2,0
4068,18369,2,1725.98,2,1,F,1,1,Southwest,United States,North America,Graduate Degree,Skilled Manual,43,2013-10-12,1-2 Miles,0,40K TO 80K,2,1725.98,634.1237,1,2,0
4069,18615,3,2334.97,3,1,M,4,0,Southwest,United States,North America,Bachelors,Professional,41,2013-12-13,0-1 Miles,2,40K TO 80K,3,2334.97,1063.7479,1,3,0
4071,17141,3,2376.96,3,1,F,2,1,Northwest,United States,North America,Partial College,Professional,68,2013-11-28,2-5 Miles,1,40K TO 80K,3,2376.96,1090.0337,1,3,0
4072,28502,2,777.34,2,1,F,2,0,Germany,Germany,Europe,Partial College,Manual,55,2013-07-31,2-5 Miles,1,Below 40k,2,777.34,302.8089,1,2,0
4073,15498,3,85.5066,10,3,F,1,1,Canada,Canada,North America,Graduate Degree,Professional,45,2013-02-20,0-1 Miles,0,40K TO 80K,10,256.52,140.7852,3,3,0
4074,27735,4,84.96,4,1,F,0,0,Northwest,United States,North America,High School,Skilled Manual,38,2014-01-24,0-1 Miles,2,40K TO 80K,4,84.96,53.1848,1,4,0
4075,26169,3,36.27,3,1,F,0,1,Southwest,United States,North America,High School,Skilled Manual,39,2013-11-19,5-10 Miles,2,Below 40k,3,36.27,22.7049,1,3,0
4076,19720,2,78.98,2,1,F,3,1,Northwest,United States,North America,Graduate Degree,Management,61,2013-08-07,5-10 Miles,2,40K TO 80K,2,78.98,45.8814,1,2,0
4077,19030,2,1655.2037,4,2,M,2,0,Germany,Germany,Europe,Partial College,Professional,47,2012-07-21,5-10 Miles,2,Above 120k,4,3310.4075,1447.1744,2,2,0
